Title,Num_Of_Prev_Drops,Whitepaper,Requirement_Count,Guide_Length,Social_Media_Count,is_scam
0x8f081775ba8db2d2f0f8b7f48ce819d5fdd80291,0,0,0,0,0,1
0x0affc2574b2e318a9c5bf1c900ccb4e6f01fcd4a,0,0,0,0,0,1
0x3950499c98d5bc2a758eac0743c3183b46880718,0,0,0,0,0,1
0xce00dcbfe854e2779cbd07504e64ebb4e86e9bfd,0,0,0,0,0,1
0xce31fc23c958dd8620bf10ad47b7ccbdcc6e2cf9,0,0,0,0,0,1
0xa9b35515786d69ec4cb0cd13c7c32d239c911152,0,0,0,0,0,1
0x2efbc552d22b7249f9c655d3bfa378ed70058ab1,0,0,0,0,0,1
0x199a59c40283e4896cd29476708c711ba45e5ecc,0,0,0,0,0,1
0x5827d23b59986392999016e986462c93a4696614,0,0,0,0,0,1
0x51969be4c7a9cefab36cc9569ecb77b2407ee0d7,0,0,0,0,0,1
0xbd07452e34fc3e655968edf8ea959fe766c22b15,0,0,0,0,0,1
0x836b66bd36f0ce1b3d6f788b0675ef2913ba9b0e,0,0,0,0,0,1
0x5303590d89d10c0d6bc0e1a2e8edbb1ecd2e31a5,0,0,0,0,0,1
0x19edeebf4cc47d75b961d2887e926188cba6ee88,0,0,0,0,0,1
0x3115bc9d567664811375a3ef4aab8db7f54f1787,0,0,0,0,0,1
0x2d023f9bd27fb9cc1c73736c238fdaa054874195,0,0,0,0,0,1
0xb575a5791f48c4d08a2b38f354e775918012264b,0,0,0,0,0,1
0x48f36be5f309454399bbce998b353ec23745ee73,0,0,0,0,0,1
0x95b9246a719aeac2bb226b830d46856a85d52f26,0,0,0,0,0,1
0x073283d7df2598c21c3a3431f4c6fa28ad580526,0,0,0,0,0,1
0x5934b38c6fc843e75d2efbb34925ee0a91006683,0,0,0,0,0,1
0x02def2d2f856faf8c70ec6fa92b798396f496420,0,0,0,0,0,1
0x5fde08fa4d7cdfd55c293ce316a999860b392a69,0,0,0,0,0,1
0x660138ae1911cb0611274dd35907af93147fbabf,0,0,0,0,0,1
0xacfbe6979d58b55a681875fc9adad0da4a37a51b,0,0,0,0,0,1
0x3632dcb0a6ab2075223c8a9aa0b621b34d07fa8b,0,0,0,0,0,1
0x1d79442c454a70b1079a3076efa4e62a2d27747c,0,0,0,0,0,1
0xc1ce2f4fc728380627994835471c61aa70e265f0,0,0,0,0,0,1
0x7961bc1ccb4b6c55cd5fd7d64d9f2171ab950e6d,0,0,0,0,0,1
0x14f2c84a58e065c846c5fdddade0d3548f97a517,0,0,0,0,0,1
0x153cb06df6237339151b5e2c1205666d69f70f4d,0,0,0,0,0,1
0x6bab100312fe38e60d825585bbd11fa13ba416c0,0,0,0,0,0,1
0xc9f4aeef342ef09857f5def348b4c6b73a5ac17d,0,0,0,0,0,1
0x044b1d3374eaf3bc31ef8970dd0220ab3a5958ff,0,0,0,0,0,1
0x840195888db4d6a99ed9f73fcd3b225bb3cb1a79,0,0,0,0,0,1
0x6258d49ca4035431575d997b096723e68d8c92f9,0,0,0,0,0,1
0xafb64e73def6faa8b6ef9a6fb7312d5c4c15ebdb,0,0,0,0,0,1
0xd22202d23fe7de9e3dbe11a2a88f42f4cb9507cf,0,0,0,0,0,1
0x17d1285bc68d9085f8e4b86fc565e452b29dc48f,0,0,0,0,0,1
0xc7ef1bff46cd025509cf5e55fa5cd5c14793cbff,0,0,0,0,0,1
0x0df62d2cd80591798721ddc93001afe868c367ff,0,0,0,0,0,1
0xb16600c510b0f323dee2cb212924d90e58864421,0,0,0,0,0,1
0x5190b01965b6e3d786706fd4a999978626c19880,0,0,0,0,0,1
0x89e0262ec34311564b4e43d416218d38d4db879c,0,0,0,0,0,1
0x373233a38ae21cf0c4f9de11570e7d5aa6824a1e,0,0,0,0,0,1
0x569b2cf0b745ef7fad04e8ae226251814b3395f9,0,0,0,0,0,1
0xab57aef3601cad382aa499a6ae2018a69aad9cf0,0,0,0,0,0,1
0xbc6675de91e3da8eac51293ecb87c359019621cf,0,0,0,0,0,1
0x8ee3e98dcced9f5d3df5287272f0b2d301d97c57,0,0,0,0,0,1
0x5558447b06867ffebd87dd63426d61c868c45904,0,0,0,0,0,1
0xc33fc11b55465045b3f1684bde4c0aa5c5f40124,0,0,0,0,0,1
0xb8a9704d48c3e3817cc17bc6d350b00d7caaecf6,0,0,0,0,0,1
0x826da7faf7d589665b7f509d9a9cec7ae6cd2ac7,0,0,0,0,0,1
0x119e2ad8f0c85c6f61afdf0df69693028cdc10be,0,0,0,0,0,1
0x442b656f5a5c3dd09790951810c5a15ea5295b51,0,0,0,0,0,1
0xd5e3bf9045cfb1e6ded4b35d1b9c34be16d6eec3,0,0,0,0,0,1
0xb3ec4e17c1c0079d977354875ab924c088325306,0,0,0,0,0,1
0x4e1191fa01bb4ec0dcca114a958bf5c204c285fb,0,0,0,0,0,1
0x0198be93b7cae38da7e2fd966946412cc36447bf,0,0,0,0,0,1
0x5e48c354a5da2b0a8c203518d0fc7b9c58cc9329,0,0,0,0,0,1
0x04645027122c9f152011f128c7085449b27cb6d7,0,0,0,0,0,1
0xECB3c644B7dCF3dC71B84a1fa1B7caeb7CF5d274,0,0,0,0,0,1
0x58c10c8e2b80fdb5613778125ddd1c93f8cc8983,0,0,0,0,0,1
0xbb071a3f96fb1fe24337c8e4c2460558515f7940,0,0,0,0,0,1
0xef27b9cb67aa93ec3494a60f1ea9380e86175b26,0,0,0,0,0,1
0x27b880865395da6cda9c407e5edfcc32184cf429,0,0,0,0,0,1
0xd2f83cf5c697e892a38f8d1830eb88ebc0809a0c,0,0,0,0,0,1
0x0d05a204e27e4815f1f5afdb9d82aa221aa0bdfa,0,0,0,0,0,1
0x491b25000d386cd31307580171a510d32d7e64ee,0,0,0,0,0,1
0x999ed65c43b390820df76c30a85d51f72890846c,0,0,0,0,0,1
0x0bba136fda6d7b6e3f6adf9759ea1cc4d1235d65,0,0,0,0,0,1
0x2bc162d53ca0a7afc7b216868c5de678add5c8e4,0,0,0,0,0,1
0x9e230fff4d18143a03d3667698ebadb4c8a23fd8,0,0,0,0,0,1
0x9e230fff4d18143a03d3667698ebadb4c8a23fd8,0,0,0,0,0,1
0x179960442ece8de9f390011b7f7c9b56c74e4d0a,0,0,0,0,0,1
0xb2da4470ba2eebe12b6f7faaaadffefaef8dbde0,0,0,0,0,0,1
0xc183062db25fc96325485ea369c979ce881ac0ea,0,0,0,0,0,1
0xD12e198c41439E83426B86590F3983b3D1Fe588d,0,0,0,0,0,1
0x68D1569D1A6968F194B4d93f8d0b416c123A599f,0,0,0,0,0,1
0x66f0095a54b16980617af51cfef87d3f95cf0257,0,0,0,0,0,1
0x15351604e617d9f645b53ee211d9c95ba88297df,0,0,0,0,0,1
0x7d9c3bd1eb0b0a8921fab9c57e26e05518d87b4d,0,0,0,0,0,1
0x15012acf8a58ad3fcd9f587c7ece4f62c21f65c5,0,0,0,0,0,1
0x026222b0954457b5b12fa5fd8471238cf4e6749c,0,0,0,0,0,1
0x0523215dcafbf4e4aa92117d13c6985a3bef27d7,0,0,0,0,0,1
0xca830317146bfdde71e7c0b880e2ec1f66e273ee,0,0,0,0,0,1
0x36ab72472db0d5ca55a451d324b36a3230bf8674,0,0,0,0,0,1
0x57dbae4b73455bc0d3e892ae57779160961f0f03,0,0,0,0,0,1
0xe3b04fe096e868df46dcba16ddd01ff37acf96fd,0,0,0,0,0,1
0xc1af3f05ef1a96b958c5a83c232e2b9e716480f2,0,0,0,0,0,1
0xa8c514d991f59bab02d32b68f04204cb89261c88,0,0,0,0,0,1
0xbb8203e945866a1f3eced6e5b22679e5a540be91,0,0,0,0,0,1
0xd85842708252c7752f9e503f90561068433d0044,0,0,0,0,0,1
0xc77002926F54d93F4Bc8Ef771D90b779847dc5cb,0,0,0,0,0,1
0x58ed15a338f179fd0fbbe951cee9de90d5bb29a0,0,0,0,0,0,1
0xd09942f1b144ba90d3917b3024ec34b5a08e2133,0,0,0,0,0,1
0xf7844cb890f4c339c497aeab599abdc3c874b67a,0,0,0,0,0,1
0x51f9e1235107722b25f22c6e6edcb378dfc31eba,0,0,0,0,0,1
0x99ac60aa8d2e741662278c452499458aebc2fc26,0,0,0,0,0,1
0x9a624b4190f38c888bbf7f845f14198f9c951de7,0,0,0,0,0,1
0x96d67a9c5329f57384c7e7bbb082a81475d2952f,0,0,0,0,0,1
0x651a89fed302227d41425235f8e934502fb94c48,0,0,0,0,0,1
0xa8b1b439a064b1779882c72241081427eb670912,0,0,0,0,0,1
0xddff2cc46ca7ce3b26a742256652a78ce4f94640,0,0,0,0,0,1
0x66e0b86067d5d20738440f3a64f8592c8d430979,0,0,0,0,0,1
0xc871ee8fc339f45474a8f660e9a4b75a6a8ce4c0,0,0,0,0,0,1
0x64b3e5f137a750b0e1ccc3ba6e4f6c84a495839b,0,0,0,0,0,1
0xc3427509d9793df7388431750b7bb1c3eb78890e,0,0,0,0,0,1
0xc7015b9573dcc7589e9962f988a959354abec329,0,0,0,0,0,1
0x2c65debf3c7671cb79340bddb0893fbb0d5accd7,0,0,0,0,0,1
0xa8548aad21b85ef95b3f647a7f3ae93f280208a9,0,0,0,0,0,1
0xe1f2ce106f540fd22027c3dd0f1138240a67cbe4,0,0,0,0,0,1
0x556798dd55db12562a6950ea8339a273539b0495,0,0,0,0,0,1
0x34ea3f7162e6f6ed16bd171267ec180fd5c848da,0,0,0,0,0,1
0xa43d8b1f070b8e2fd2de4e01369369d5fd7d4784,0,0,0,0,0,1
0x7269163f2b060fb90101f58cf724737a2759f0bb,0,0,0,0,0,1
0x5ec2a778717cf1a5018c6ae3a7a2957582a92007,0,0,0,0,0,1
0xd1577805644caa8917a7545bc792f5f9ee16ea39,0,0,0,0,0,1
0x2725922990951b53ed0aaab655b17a40cac15d06,0,0,0,0,0,1
0x205adb5a9e7254c254f9cc4666df491135c2549b,0,0,0,0,0,1
0xdebaa696f6ed65c9d26d51f2afb2f323f3c058e1,0,0,0,0,0,1
0x3fd71f280504fd04dffdfbf0811d43c465e290d4,0,0,0,0,0,1
0x1da25d0a242c3b42d6774e0a41d5a142e127f891,0,0,0,0,0,1
0x1882c296ebfa916a0ad194cfa0094c5e0086ba03,0,0,0,0,0,1
0xdbe3e700ab26cbf3523d850b5d892fd17e0ce343,0,0,0,0,0,1
0x6169b3b23e57de79a6146a2170980ceb1f83b9e0,0,0,0,0,0,1
0x5060fcf7d8062cc558bae4187e39f793bffe0f8b,0,0,0,0,0,1
0xc29000a4b1ecd326b6dafae17bda636475fea1e7,0,0,0,0,0,1
0x373849e1dbee104d67afff1b73703de4fd96294e,0,0,0,0,0,1
0x4f03d673bfb6ebdc2f2c656b50c01720a445283b,0,0,0,0,0,1
0xb60501346240fcde1615de56ea9fff1ac1da5673,0,0,0,0,0,1
0x892c8ae31c809a2e9dea97e10d09457a685c8e15,0,0,0,0,0,1
0xb699dab9b3f981a01abc0474f085427d20d0d602,0,0,0,0,0,1
0x9dab87a99c6b5c516332894331a442ea2890126c,0,0,0,0,0,1
0x734c5f3f8f6ad9697b26ecc6388678aafd3db3b2,0,0,0,0,0,1
0x906cab9466e07ac0424a2831832d42cabd9eb2bc,0,0,0,0,0,1
0xe8a7da5c28ab1b29c4389b864fa890e225ddd6c8,0,0,0,0,0,1
0xd9294bdb1a11d61de047de5b8034b20bc7eaab79,0,0,0,0,0,1
0xab7440b61a7034cea7cbff5aecea1ef5c58f0800,0,0,0,0,0,1
0x2a9718deff471f3bb91fa0eceab14154f150a385,0,0,0,0,0,1
0x893c25c46bfaa9b66cd557837d32af3fe264a07b,0,0,0,0,0,1
0xb0a2416fd12711cbcfafb429031c0f7037fab970,0,0,0,0,0,1
0xb64e638e60d154b43f660a6bf8fd8a3b249a6a21,0,0,0,0,0,1
0xb926beb62d7a680406e06327c87307c1ffc4ab09,0,0,0,0,0,1
0xf9f89ef3c1b96a662db5fc9184dbf6ca1416dfe5,0,0,0,0,0,1
0xba7c07fe1f6e6e540b50b13373052f10976f5510,0,0,0,0,0,1
0x002b7eb62922840be98d97441804d1fccd735c35,0,0,0,0,0,1
0x47f6c1f8e2e3b9df29011dcadac9709abe518d00,0,0,0,0,0,1
0x1337ace33c2b3fc17d85f33dbd0ed73a896148b5,0,0,0,0,0,1
0x875ce921d49275551f9c707398d7219ec68cd3e15,0,0,0,0,0,1
0xf6781a28cebab692ad3e05b480f29d281d2f4976,0,0,0,0,0,1
0xd83dd93420cf661284de70024da954db1a0f495b,0,0,0,0,0,1
0xb49988a9ecbf0455b3b43fff7e64960d8399ccb8,0,0,0,0,0,1
0x1d249e02fb188447c73127fee4cc3e5adb7556a3,0,0,0,0,0,1
0x43f595a9a438f0f26bae8458ca29d4ceb5e0c143,0,0,0,0,0,1
0x5a0136bb528d950112645f44551bc63879d6f0f3,0,0,0,0,0,1
0x8cef274596d334ffa10f8976a920ddc81ba6e29b,0,0,0,0,0,1
0x8012c4ea23e8f164d38c4cacd841fa31a83808e2,0,0,0,0,0,1
0x2e74ee4fc4466d0883ef5e12a0ce344bfe15be8d,0,0,0,0,0,1
0xf750a26eb0acf95556e8529e72ed530f3b60f348,0,0,0,0,0,1
0x7a413a278c230e87858ca1cecf3036cd3d1808bf,0,0,0,0,0,1
0xb872057ee478b3eb77e74c9aa7b50fe4ed650e58,0,0,0,0,0,1
0x05782260ca6bf56c33eaa386741b6e277001a5ad,0,0,0,0,0,1
0x96a938d3a91e864cc9f342b8b5cfce06d0bc8cea,0,0,0,0,0,1
0x184392f0f03ca11186722f38a04c15c3a90155d3,0,0,0,0,0,1
0xb74ed4112c23b7c8ef1439fa55d304d537c5599b,0,0,0,0,0,1
0x8bfc1c564e4490790dfac641c9a0fecd3f91f584,0,0,0,0,0,1
0x1991501f1398663f69dd7391c055bb0df6514f76,0,0,0,0,0,1
0xb99172949554e6c10c28c880ec0306d2a9d5c753,0,0,0,0,0,1
0x29f920ddc62fe53711a5c8b8ff16fa5c75ca12a3,0,0,0,0,0,1
0x10e76264489cdf4b4011f79086d0bb6b55775e79,0,0,0,0,0,1
0x4e8a9d0bf525d78fd9e0c88710099f227f6924cf,0,0,0,0,0,1
0x34e942859469c9db9c22f4eaf866e2c2401bb795,0,0,0,0,0,1
0x1b9e14122cb416845f0f21967f38b5c3e74de774,0,0,0,0,0,1
0x770a00b4978c8c19bc6515d36297e5dc3025e5f5,0,0,0,0,0,1
0xf017e2773e4ee0590c81d79ccbcf1b2de1d22877,0,0,0,0,0,1
0x3b4443f97b37a6ef864c3f0f1632e366b4f1d20f,0,0,0,0,0,1
0xc0994af94fee0361a1e1e1ccf72bce19d5fd86fb,0,0,0,0,0,1
0x71122b3aadce1ef7bc5bb4a2a644af0b478af548,0,0,0,0,0,1
0x2ba6204c23fbd5698ed90abc911de263e5f41266,0,0,0,0,0,1
0x7efa745a05e5edde8a22ec2a4d887393bc340af1,0,0,0,0,0,1
0xb0557906c617f0048A700758606f64b33D0C41A6,0,0,0,0,0,1
0x0e262b466c1d357074a37256c151263a702bff36,0,0,0,0,0,1
0xd35f9ab96d04adb02fd549ef6a576ce4e2c1d935,0,0,0,0,0,1
0xdC4cB4C3587532409A4545AA79A15d967BED1C08,0,0,0,0,0,1
0x8bd0e87273364ebbe3482efc166f7e0d34d82c25,0,0,0,0,0,1
0xbb92b9d18db99c3695bc820bf2c876d4b1527fa5,0,0,0,0,0,1
0xb9f0a9a59a44577631680c7bc0846b85234f7473,0,0,0,0,0,1
0xe6b4107932b81dfc41bbe60df68f1ae27ad3fbfa,0,0,0,0,0,1
0xe87e500ab4939e08ae9c9cd2f2815d7fe877df25,0,0,0,0,0,1
0xfbc63210a0f9d9529dbcb03bddd83be0e1f29cb3,0,0,0,0,0,1
0xf33f6e51f3986a848217df8624ae915df5a5353b,0,0,0,0,0,1
0x9f591bf1798852c08af0a82cb9df36cf5efe47ce,0,0,0,0,0,1
0xaf1f4867dd7989e1fddd9c2cc2abc24400dd0330,0,0,0,0,0,1
0xa3c55d9726c17c0587da7a730a0afa6015356ca6,0,0,0,0,0,1
0xe856f40ed9b8a7cb5c71500d068f4488618aba39,0,0,0,0,0,1
0x510a8be08904f5561720b887dfca85ac34219e4d,0,0,0,0,0,1
0x0e5691edf0f1e25db32ea91b1e8157d7f0a50beb,0,0,0,0,0,1
0x741d56756eacd098e5d033ec316e7bb19b2910d6,0,0,0,0,0,1
0x512dcf44eeaf1a763b231a65d7b26442029d31d8,0,0,0,0,0,1
0x8f19fd7b1940d5455419320d93b3e83eb59237ca,0,0,0,0,0,1
0x180b2b9034f46e0f0ac51edd7fe5f4393b7098b6,0,0,0,0,0,1
0xd8865c6d36dba1da1efa6d31c00baa0df0c7c2d8,0,0,0,0,0,1
0x7ea700e614e95aaf00a613bf2f2a3e45c9ab9c0b,0,0,0,0,0,1
0x0828f678c2d81fe0c39763dc37f22281357ce0b9,0,0,0,0,0,1
0xb6dab763a7fcdabf6691b0b7be4b1deb4577e261,0,0,0,0,0,1
0xb6dedfd2b93fb04ad918bdb7cf07f079f3d24b06,0,0,0,0,0,1
0x403d4aaed6bb8a75d5ae40dd85b1bf1d250629ab,0,0,0,0,0,1
0xd6005021f0bea1367dcd1502a0551f9be987fcd9,0,0,0,0,0,1
0xbb49d1da6f2d3f9982d4594d03320188174d135c,0,0,0,0,0,1
0x2a3374d382d4ddd7d022713accb16d38b60ef819,0,0,0,0,0,1
0x5afd47249f8cf82d3e35f1ed88dcddd245d6c946,0,0,0,0,0,1
0x8e6b4e2ebabfd5aff1e880dc28f268a7e1ea80ee,0,0,0,0,0,1
0xc9ee6910661068be59fa77f68d7dd7e0540dedbf,0,0,0,0,0,1
0x0db403a1c614034643c4b296730edd1087b7f3dd,0,0,0,0,0,1
0x949c246500c7cf1fbc177d03c94f23ccbaf0c13c,0,0,0,0,0,1
0x3e384c33a39af1437be55d10034418bf204feb6a,0,0,0,0,0,1
0x3d0e0072452c3bf688bed0663ad704cade06a840,0,0,0,0,0,1
0x1b2fc85479f17ff72a0b0fcecdc43dd8fc965850,0,0,0,0,0,1
0x21ec484e79a360ac66c7ab284e99a9e83a9ccd8d,0,0,0,0,0,1
0x9739a6e18ef75e529ec41f82a4f281b42128b996,0,0,0,0,0,1
0x62be34ec0147e5804f19239021f6117216fcdffc,0,0,0,0,0,1
0x1f14f081a36bb8c17293a25d09a3e43bc988298d,0,0,0,0,0,1
0x052905446647f54c4280bb1af9b0037fb633a012,0,0,0,0,0,1
0x3121a5c0d014714b0b82d6e017bc2112c7f5a8d1,0,0,0,0,0,1
0xd7e7cbbde0c6b360e1810321ecac3f8ff9130231,0,0,0,0,0,1
0xf73eaca9f09ccd39c22d2659780ed6bd37b6249c,0,0,0,0,0,1
0x0592ca97c190643f0bf8d20ded44e9a8de977ba5,0,0,0,0,0,1
0xb2a2ed50e2436eae7c7b25e327f2c1f9d99fa8ec,0,0,0,0,0,1
0xee8d8b1e79bd91f1b8cf61fcfbcf0042f880ea3e,0,0,0,0,0,1
0xb81baf3b5aea023070ecc2454d50765011423250,0,0,0,0,0,1
0x3804240913925c4767fa054ed9d78526c9b38bfd,0,0,0,0,0,1
0xace967a43db01ac6e69c84f33212e7e3ffcd8022,0,0,0,0,0,1
0x71138eb2e268a0ddeafbd044f60212adfdeebd25,0,0,0,0,0,1
0x5d837f7bcd88e52ab5e6914e7c2f94c1e3f05d8c,0,0,0,0,0,1
0x0f57193087da18c56cdb653454e86b0f3987d6a4,0,0,0,0,0,1
0xb3a447793b3feaa7341a454a8b187afe0e28e1f4,0,0,0,0,0,1
0xc510ca3e613cc81259de1480d148e03c7178a68d,0,0,0,0,0,1
0xe589495eb9fad37b47055fdbd17b340516def224,0,0,0,0,0,1
0xf5519ae8bd8ca3a6ccc302eed43680a9f0081063,0,0,0,0,0,1
0x10be3d411c73254829ca0a7cbfefd01f5929c7cd,0,0,0,0,0,1
0x2742b75538bff9fda0cc083468a2e4623adc3e53,0,0,0,0,0,1
0x02b4823c019e1634331402a1b719793062d4ea66,0,0,0,0,0,1
0xd1b2efdfd91c796f87fab765cff9084fdab5fedb,0,0,0,0,0,1
0xa78e94accc958a3cfd728b33b5e89c2af71eeffc,0,0,0,0,0,1
0xc4f4b63733b4ed220f4a6b3db1d32b5cb8ce98d9,0,0,0,0,0,1
0x356838779e8a11fc7013db2d4e0f7c1722865cf1,0,0,0,0,0,1
0x9028418bbf045fcfe85a3d44ab8054712d98872b,0,0,0,0,0,1
0xd929c91f5364c2740cc6856cf80942072bdef7f6,0,0,0,0,0,1
0x1f040f15ab15b7e0dfac935873fadbe43d015535,0,0,0,0,0,1
0x9fdfb9c375112b90e97b344bcde73ccde840db92,0,0,0,0,0,1
0x7189552259683e6d9a4c5ba9a3855b74e4031473,0,0,0,0,0,1
0x7c183197f876df31294b6f493c6eb7fe1ef786a9,0,0,0,0,0,1
0xb9e96baf4953796e322789f586ab51003b74ffbf,0,0,0,0,0,1
0xfd4c532a8c17bd326c2dc63b88d49306ce27f80b,0,0,0,0,0,1
0xd2ecdca39bbd8b4dd456780a542a4f9de575313c,0,0,0,0,0,1
0x73a0130b58595cd0865b61da447296cdfe97f991,0,0,0,0,0,1
0x394491b6d8016c233435e1bdcb8b41a7a0c66408,0,0,0,0,0,1
0xdad1baae92238f4aadc892faa2d3075a621bc51e,0,0,0,0,0,1
0xa62d8758ebc441cdb7e2a22997ed701f60ede167,0,0,0,0,0,1
0x3d2d7cc04295845957889959b7229c5a6017531f,0,0,0,0,0,1
0x0b7dc561777842d55163e0f48886295aad1359b9,0,0,0,0,0,1
0x1c0294b8a8ae3d64d8629de723cb9e44f5f12c63,0,0,0,0,0,1
0x3bab61ad5d103bb5b203c9092eb3a5e11677a5d0,0,0,0,0,0,1
0x4a5fad6631fd3df66f23519608185cb96e9a687d,0,0,0,0,0,1
0x58b5c4697dc70f3d889225260944cdd9c270c132,0,0,0,0,0,1
0x9603a3d3dcccf5ef1a2060a3da796ac084cc66eb,0,0,0,0,0,1
0xac6a41a0a06b2aaedaa6187bed974e1fe6cb21d2,0,0,0,0,0,1
0xcaee79616cffeb53fdda5792742a5c084f879dec,0,0,0,0,0,1
0xcf8b4e69707e22dc5062f80576d9f069275ed1b5,0,0,0,0,0,1
0xcdffaa452ecb38639e40aa31b719178e074d7cf6,0,0,0,0,0,1
0x6c92ccc3793b8bc77d299403f2bca035fe94c6fc,0,0,0,0,0,1
0x92b5df8a561d47cc4f6f9ddce08c1ac54d20cb03,0,0,0,0,0,1
0xee6cacddd3a9370d87db581ee6728226883578e5,0,0,0,0,0,1
0x74ddd251aa2037be101bf53f655716b1734828cd,0,0,0,0,0,1
0x3dde01a467f99e58f996de835058c767a3edd2ac,0,0,0,0,0,1
0x4bed6c95aef12f6c3e680132ba17b7fdfb79db7d,0,0,0,0,0,1
0xdfe6891ce8e5a5c7cf54ffde406a6c2c54145f71,0,0,0,0,0,1
0x2248ba304d2045cdc144866ce37d1435a30b29f3,0,0,0,0,0,1
0xc0e6ad13bd58413ed308729b688d601243e1cf77,0,0,0,0,0,1
0x297817ce1a8de777e7ddbed86c3b7f9dc9349f2c,0,0,0,0,0,1
